fish_table_id,anem_table_id,fish_spp,sample_id,recap,tag_id,color,sex,size,fish_obs_time,dive_table_id,anem_obs,anem_obs_time,anem_id,old_anem_id,anem_spp,anem_dia,dive_type,date,site,gps,gen_id,fish_indiv,ligation_id,time_date,lat,lon
754,8486,APCL,APCL17_270,N,982000411818500,O,M,8.3,12:09:00,415,1753,11:48:30,2300,NA,HECR,30,A,2017-05-28,Hicgop South,5,NA,982000411818500,L3654,2017-05-28 03:48:30,10.8115058695,124.764443971225
754,8486,APCL,APCL17_270,N,982000411818500,O,M,8.3,12:09:00,415,1753,11:48:30,2300,NA,HECR,30,A,2017-05-28,Hicgop South,5,NA,982000411818500,L4486,2017-05-28 03:48:30,10.8115058695,124.764443971225
755,8488,APCL,APCL17_271,N,982000411818450,O,M,8.6,12:20:00,415,1755,12:03:50,2302,NA,HECR,35,A,2017-05-28,Hicgop South,5,NA,982000411818450,L3655,2017-05-28 04:03:50,10.811109363575,124.764593944425
755,8488,APCL,APCL17_271,N,982000411818450,O,M,8.6,12:20:00,415,1755,12:03:50,2302,NA,HECR,35,A,2017-05-28,Hicgop South,5,NA,982000411818450,L4487,2017-05-28 04:03:50,10.811109363575,124.764593944425
756,8488,APCL,APCL17_272,N,982000411818494,YP,F,10,12:27:00,415,1755,12:03:50,2302,NA,HECR,35,A,2017-05-28,Hicgop South,5,NA,982000411818494,L3656,2017-05-28 04:03:50,10.811109363575,124.764593944425
756,8488,APCL,APCL17_272,N,982000411818494,YP,F,10,12:27:00,415,1755,12:03:50,2302,NA,HECR,35,A,2017-05-28,Hicgop South,5,NA,982000411818494,L4488,2017-05-28 04:03:50,10.811109363575,124.764593944425
757,8488,APCL,APCL17_273,N,982000411818437,O,M,8.3,12:33:00,415,1755,12:03:50,2302,NA,HECR,35,A,2017-05-28,Hicgop South,5,NA,982000411818437,L3657,2017-05-28 04:03:50,10.811109363575,124.764593944425
757,8488,APCL,APCL17_273,N,982000411818437,O,M,8.3,12:33:00,415,1755,12:03:50,2302,NA,HECR,35,A,2017-05-28,Hicgop South,5,NA,982000411818437,L4489,2017-05-28 04:03:50,10.811109363575,124.764593944425
764,8494,APCL,NA,Y,985153000404233,YP,F,8.7,12:59:00,415,1752,12:35:30,2299,NA,HECR,30,A,2017-05-28,Hicgop South,5,NA,1365,NA,2017-05-28 04:35:30,10.810806713975,124.764699870725
766,8494,APCL,NA,Y,985153000401894,O,M,8.4,13:01:00,415,1752,12:35:30,2299,NA,HECR,30,A,2017-05-28,Hicgop South,5,NA,2283,NA,2017-05-28 04:35:30,10.810806713975,124.764699870725
767,8496,APCL,APCL17_279,N,982000411818575,O,M,9.5,10:39:00,417,2103,10:29:05,2691,NA,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818575,L3663,2017-05-29 02:29:05,10.8688632748,124.716474611775
767,8496,APCL,APCL17_279,N,982000411818575,O,M,9.5,10:39:00,417,2103,10:29:05,2691,NA,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818575,L4495,2017-05-29 02:29:05,10.8688632748,124.716474611775
768,8496,APCL,APCL17_280,N,982000411818571,YP,F,8.6,10:43:00,417,2103,10:29:05,2691,NA,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818571,L3664,2017-05-29 02:29:05,10.8688632748,124.716474611775
768,8496,APCL,APCL17_280,N,982000411818571,YP,F,8.6,10:43:00,417,2103,10:29:05,2691,NA,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818571,L4496,2017-05-29 02:29:05,10.8688632748,124.716474611775
771,8495,APCL,APCL17_281,N,982000411818588,O,M,8.8,10:52:00,417,2102,10:29:05,2690,NA,HECR,40,A,2017-05-29,Wangag,5,NA,982000411818588,L3665,2017-05-29 02:29:05,10.8688632748,124.716474611775
771,8495,APCL,APCL17_281,N,982000411818588,O,M,8.8,10:52:00,417,2102,10:29:05,2690,NA,HECR,40,A,2017-05-29,Wangag,5,NA,982000411818588,L4497,2017-05-29 02:29:05,10.8688632748,124.716474611775
781,8495,APCL,APCL17_282,N,982000411818534,O,M,8,10:58:00,417,2102,10:29:05,2690,NA,HECR,40,A,2017-05-29,Wangag,5,NA,982000411818534,L3666,2017-05-29 02:29:05,10.8688632748,124.716474611775
781,8495,APCL,APCL17_282,N,982000411818534,O,M,8,10:58:00,417,2102,10:29:05,2690,NA,HECR,40,A,2017-05-29,Wangag,5,NA,982000411818534,L4498,2017-05-29 02:29:05,10.8688632748,124.716474611775
787,8499,APCL,APCL17_285,N,982000411818628,YR,J,6.8,11:11:00,417,146,10:45:11,2692,146,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818628,L3669,2017-05-29 02:45:11,10.868836494625,124.7164649726
787,8499,APCL,APCL17_285,N,982000411818628,YR,J,6.8,11:11:00,417,146,10:45:11,2692,146,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818628,L4501,2017-05-29 02:45:11,10.868836494625,124.7164649726
789,8499,APCL,APCL17_287,N,982000411818543,YR,J,6.4,11:22:00,417,146,10:45:11,2692,146,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818543,L3671,2017-05-29 02:45:11,10.868836494625,124.7164649726
789,8499,APCL,APCL17_287,N,982000411818543,YR,J,6.4,11:22:00,417,146,10:45:11,2692,146,HECR,30,A,2017-05-29,Wangag,5,NA,982000411818543,L4503,2017-05-29 02:45:11,10.868836494625,124.7164649726
809,8514,APCL,NA,Y,985153000401241,YP,F,8.1,12:18:00,417,2112,11:59:20,2699,NA,HECR,35,A,2017-05-29,Wangag,5,NA,985153000401241,NA,2017-05-29 03:59:20,10.86880240125,124.716830214025
831,8519,APCL,APCL17_305,N,982000411818569,O,M,7,12:50:00,417,2116,12:47:56,2702,NA,HECR,40,A,2017-05-29,Wangag,5,NA,982000411818569,L3689,2017-05-29 04:47:56,10.8690246893,124.71648389475
831,8519,APCL,APCL17_305,N,982000411818569,O,M,7,12:50:00,417,2116,12:47:56,2702,NA,HECR,40,A,2017-05-29,Wangag,5,NA,982000411818569,L4384,2017-05-29 04:47:56,10.8690246893,124.71648389475
847,8533,APCL,APCL17_312,N,982000411818564,YP,F,9.1,09:56:00,419,1888,09:49:29,2500,NA,HECR,20,A,2017-05-30,Wangag,5,NA,982000411818564,L3696,2017-05-30 01:49:29,10.86914235025,124.71631478985
847,8533,APCL,APCL17_312,N,982000411818564,YP,F,9.1,09:56:00,419,1888,09:49:29,2500,NA,HECR,20,A,2017-05-30,Wangag,5,NA,982000411818564,L4767,2017-05-30 01:49:29,10.86914235025,124.71631478985
849,8533,APCL,NA,Y,985153000369925,O,M,8.8,10:01:00,419,1888,09:49:29,2500,NA,HECR,20,A,2017-05-30,Wangag,5,NA,985153000369925,NA,2017-05-30 01:49:29,10.86914235025,124.71631478985
855,8544,APCL,NA,Y,985153000372499,O,M,8.4,10:23:00,419,1044,10:01:47,2710,1048,HECR,40,A,2017-05-30,Wangag,5,NA,1473,NA,2017-05-30 02:01:47,10.8693196485,124.716320175225
865,8551,APCL,NA,Y,985153000355002,O,M,8.8,10:50:00,419,2129,10:29:00,2715,NA,HECR,30,A,2017-05-30,Wangag,5,NA,1469,NA,2017-05-30 02:29:00,10.86945889285,124.71625865205
867,8551,APCL,APCL17_323,N,986112100164157,O,M,7.4,10:58:00,419,2129,10:29:00,2715,NA,HECR,30,A,2017-05-30,Wangag,5,NA,986112100164157,L4192,2017-05-30 02:29:00,10.86945889285,124.71625865205
876,8557,APCL,APCL17_328,N,982000411818540,O,M,8.6,11:27:00,419,2131,11:02:12,2717,NA,HECR,30,A,2017-05-30,Wangag,5,NA,982000411818540,NA,2017-05-30 03:02:12,10.8696248336,124.716173743375
890,8569,APCL,NA,Y,985153000355459,O,M,7.9,13:25:00,421,1863,13:21:00,2481,NA,HECR,30,A,2017-05-30,Wangag,5,NA,985153000355459,NA,2017-05-30 05:21:00,10.869736040475,124.715950302775
893,8569,APCL,NA,Y,985153000405462,YP,F,9.6,13:29:00,421,1863,13:21:00,2481,NA,HECR,30,A,2017-05-30,Wangag,5,NA,2208,NA,2017-05-30 05:21:00,10.869736040475,124.715950302775
894,8573,APCL,NA,Y,985153000403306,O,M,8.5,13:30:00,421,2139,13:31:19,2724,337?,HECR,35,A,2017-05-30,Wangag,5,NA,1307,NA,2017-05-30 05:31:19,10.869776629825,124.715905941575
898,8573,APCL,NA,Y,985153000402681,YP,F,9.1,13:32:00,421,2139,13:31:19,2724,337?,HECR,35,A,2017-05-30,Wangag,5,NA,2521,NA,2017-05-30 05:31:19,10.869776629825,124.715905941575
907,8577,APCL,NA,Y,985153000402210,YP,F,9.9,13:43:00,421,2140,13:36:14,2725,NA,HECR,40,A,2017-05-30,Wangag,5,NA,1116,NA,2017-05-30 05:36:14,10.86983142655,124.71589751775
909,8585,APCL,NA,Y,985153000356086,YP,F,8.7,13:47:00,421,2142,13:50:21,2727,NA,HECR,40,A,2017-05-30,Wangag,5,NA,2187,NA,2017-05-30 05:50:21,10.869840625675,124.715967820975
923,8595,APCL,NA,Y,985153000402210,YP,F,10,14:08:00,421,2144,13:58:18,2729,NA,HECR,45,A,2017-05-30,Wangag,5,NA,1116,NA,2017-05-30 05:58:18,10.869835072675,124.7158718272
927,8595,APCL,APCL17_344,N,982000411818444,YR,J,6.7,14:09:00,421,2144,13:58:18,2729,NA,HECR,45,A,2017-05-30,Wangag,5,NA,982000411818444,NA,2017-05-30 05:58:18,10.869835072675,124.7158718272
956,8603,APCL,NA,Y,985153000401702,YP,F,9.8,14:36:00,421,2146,14:08:51,2731,NA,HECR,40,A,2017-05-30,Wangag,5,NA,2136,NA,2017-05-30 06:08:51,10.8699082467,124.715829016625
972,8620,APCL,NA,Y,985153000403830,YP,F,8.4,15:10:00,421,2150,15:01:00,2735,NA,HECR,25,A,2017-05-30,Wangag,5,NA,2257,NA,2017-05-30 07:01:00,10.870286542925,124.7152036219
974,8621,APCL,NA,Y,985153000403830,YP,F,8.3,15:18:00,421,2151,15:04:45,2736,NA,HECR,30,A,2017-05-30,Wangag,5,NA,2257,NA,2017-05-30 07:04:45,10.8702483424,124.715101174075
991,8638,APCL,NA,Y,985153000368798,YP,F,8.8,12:28:00,426,2156,12:19:51,2763,NA,HECR,25,A,2017-06-02,Sitio Baybayon,5,NA,1841,NA,2017-06-02 04:19:51,10.63271463615,124.77694763335
1009,8638,APCL,NA,Y,985153000356731,O,M,8.3,12:30:00,426,2156,12:19:51,2763,NA,HECR,25,A,2017-06-02,Sitio Baybayon,5,NA,985153000356731,NA,2017-06-02 04:19:51,10.63271463615,124.77694763335
1011,8637,APCL,APCL17_359,N,986112100172281,O,M,7.5,12:36:00,426,2157,12:16:09,2764,NA,HECR,30,A,2017-06-02,Sitio Baybayon,5,NA,986112100172281,L4195,2017-06-02 04:16:09,10.632684482275,124.776941933675
1031,8645,APCL,APCL17_370,N,986112100172191,O,M,9.3,13:21:00,426,784,12:41:44,2768,778,HECR,30,A,2017-06-02,Sitio Baybayon,5,NA,986112100172191,L4771,2017-06-02 04:41:44,10.632828106175,124.7768978868
1041,8645,APCL,NA,Y,985153000364038,YP,F,9.3,13:24:00,426,784,12:41:44,2768,778,HECR,30,A,2017-06-02,Sitio Baybayon,5,NA,1102,NA,2017-06-02 04:41:44,10.632828106175,124.7768978868
1050,9032,APCL,APCL17_372,N,986112100165160,YR,J,6.4,13:30:00,425,476,13:29:00,2770,NA,MADO,NA,C,2017-06-02,Sitio Baybayon,4,NA,986112100165160,L4196,2017-06-02 05:29:00,10.632874625725,124.77692869025
1058,9032,APCL,APCL17_373,N,986112100172025,O,M,7.6,13:35:00,425,476,13:29:00,2770,NA,MADO,NA,C,2017-06-02,Sitio Baybayon,4,NA,986112100172025,L4197,2017-06-02 05:29:00,10.632874625725,124.77692869025
1060,9036,APCL,NA,Y,985153000370198,O,M,10.4,13:43:00,425,787,13:43:00,2551,NA,HECR,NA,C,2017-06-02,Sitio Baybayon,4,NA,985153000370198,NA,2017-06-02 05:43:00,10.6328942813,124.776927705375
1081,8659,APCL,APCL17_377,N,986112100168403,O,M,9.3,13:56:00,426,750,13:18:42,2774,NA,ENQD,40,A,2017-06-02,Sitio Baybayon,5,NA,986112100168403,L4387,2017-06-02 05:18:42,10.6329775136,124.776939482
1085,8661,APCL,APCL17_381,N,986112100177486,O,M,8.3,14:15:00,426,2174,13:23:57,2776,NA,HECR,35,A,2017-06-02,Sitio Baybayon,5,NA,986112100177486,L4198,2017-06-02 05:23:57,10.632991427575,124.777054062575
1091,8667,APCL,NA,Y,985153000354021,YP,F,8.2,14:28:00,426,2178,14:09:13,2780,NA,HECR,25,A,2017-06-02,Sitio Baybayon,5,NA,1842,NA,2017-06-02 06:09:13,10.6329521374,124.77709354135
1118,8695,APCL,APCL17_400,N,982000411818572,O,M,8.8,10:42:00,432,1566,10:31:44,2149,NA,HECR,35,A,2017-06-04,Sitio Baybayon,5,NA,982000411818572,NA,2017-06-04 02:31:44,10.632521810475,124.7768451227
1122,8705,APCL,APCL17_404,N,982000411818586,O,M,7.8,11:08:00,432,1921,11:02:32,2532,NA,HECR,35,A,2017-06-04,Sitio Baybayon,5,NA,982000411818586,L4661,2017-06-04 03:02:32,10.632732133375,124.77659770985
1142,8705,APCL,APCL17_407,N,982000411818558,YP,F,8.7,11:18:00,432,1921,11:02:32,2532,NA,HECR,35,A,2017-06-04,Sitio Baybayon,5,NA,982000411818558,L4201,2017-06-04 03:02:32,10.632732133375,124.77659770985
1143,8705,APCL,NA,Y,985153000354371,YR,J,7,11:22:00,432,1921,11:02:32,2532,NA,HECR,35,A,2017-06-04,Sitio Baybayon,5,NA,985153000354371,NA,2017-06-04 03:02:32,10.632732133375,124.77659770985
1154,8706,APCL,NA,Y,985153000355839,O,M,8.6,11:30:00,432,1568,11:03:34,2151,NA,HECR,35,A,2017-06-04,Sitio Baybayon,5,NA,985153000355839,NA,2017-06-04 03:03:34,10.63272006345,124.776615856675
1175,8714,APCL,APCL17_421,N,982000411818611,YR,J,6.7,14:13:00,434,2190,14:09:09,2792,NA,ENQD,30,A,2017-06-04,Sitio Baybayon,5,NA,982000411818611,L4900,2017-06-04 06:09:09,10.6334896898,124.776609255925
1178,8718,APCL,APCL17_424,N,982000411818594,YP,F,9.8,14:25:00,434,2191,14:19:53,2793,NA,HECR,35,A,2017-06-04,Sitio Baybayon,5,NA,982000411818594,L4903,2017-06-04 06:19:53,10.63347395275,124.776736116025
1188,8722,APCL,APCL17_430,N,986112100174777,YP,F,9.2,14:59:00,434,408,14:38:35,2798,406,ENQD,40,A,2017-06-04,Sitio Baybayon,5,NA,986112100174777,L4909,2017-06-04 06:38:35,10.633551862575,124.7767657251
1201,8728,APCL,NA,Y,985153000373100,O,M,9.5,15:34:00,434,815,14:59:19,2179,NA,ENQD,40,A,2017-06-04,Sitio Baybayon,5,NA,985153000373100,NA,2017-06-04 06:59:19,10.633686601675,124.776800572875
1202,8728,APCL,NA,Y,985153000406476,YP,F,9,15:36:00,434,815,14:59:19,2179,NA,ENQD,40,A,2017-06-04,Sitio Baybayon,5,NA,1398,NA,2017-06-04 06:59:19,10.633686601675,124.776800572875
1203,8728,APCL,APCL17_439,N,986112100163495,O,M,7.4,15:37:00,434,815,14:59:19,2179,NA,ENQD,40,A,2017-06-04,Sitio Baybayon,5,NA,986112100163495,L4917,2017-06-04 06:59:19,10.633686601675,124.776800572875
1204,8730,APCL,NA,Y,985153000402889,YP,F,9.4,15:44:00,434,1612,15:09:38,2187,NA,STME,55,A,2017-06-04,Sitio Baybayon,5,NA,1370,NA,2017-06-04 07:09:38,10.633749696425,124.7768847691
1251,8755,APCL,APCL17_458,N,986112100164179,YR,J,6.7,12:36:00,437,2212,12:14:38,2811,NA,HECR,20,A,2017-06-05,Sitio Baybayon,5,NA,986112100164179,L4663,2017-06-05 04:14:38,10.63403373815,124.776757133675
1263,8762,APCL,NA,Y,985153000354533,YP,F,10.5,14:10:00,439,2217,13:54:13,2816,NA,ENQD,45,A,2017-06-05,Sitio Baybayon,5,NA,2401,NA,2017-06-05 05:54:13,10.6338796788,124.7767136316
1289,8772,APCL,APCL17_473,N,986112100169386,O,M,9.3,14:48:00,439,769,14:23:23,2821,762,HECR,40,A,2017-06-05,Sitio Baybayon,5,NA,986112100169386,L4941,2017-06-05 06:23:23,10.6338617415,124.776514477575
1291,8775,APCL,APCL17_475,N,982000411818581,O,M,8.5,14:56:00,439,1150,14:34:23,2823,NA,HECR,20,A,2017-06-05,Sitio Baybayon,5,NA,982000411818581,L4209,2017-06-05 06:34:23,10.633966976325,124.77660447825
1354,8793,APCL,APCL17_498,N,982000411818656,O,M,7.6,11:08:00,441,1400,10:40:53,2833,1451,HECR,20,A,2017-06-06,Haina,5,NA,982000411818656,L4664,2017-06-06 02:40:53,10.6415818096,124.777977433975
1361,8794,APCL,APCL17_501,N,982000411818630,O,M,8.8,11:22:00,441,2241,10:45:08,2834,NA,HECR,20,A,2017-06-06,Haina,5,NA,982000411818630,L4213,2017-06-06 02:45:08,10.641605635175,124.77796689375
1367,8798,APCL,APCL17_504,N,982000411818601,YP,F,8.3,11:36:00,441,2244,11:03:53,2837,NA,ENQD,30,A,2017-06-06,Haina,5,NA,982000411818601,L4546,2017-06-06 03:03:53,10.6415616721,124.777888061975
1373,8806,APCL,APCL17_508,N,982000411818538,O,M,7.3,11:58:00,441,2248,11:32:26,2841,NA,HECR,30,A,2017-06-06,Haina,5,NA,982000411818538,L4273,2017-06-06 03:32:26,10.641379952425,124.778072882925
1384,8809,APCL,APCL17_513,N,982000411818627,YP,F,9.4,12:16:00,441,2251,11:52:20,2844,NA,HECR,35,A,2017-06-06,Haina,5,NA,982000411818627,L5540,2017-06-06 03:52:20,10.641414464925,124.7782162973
1385,8809,APCL,APCL17_514,N,982000411818722,O,M,7.4,12:21:00,441,2251,11:52:20,2844,NA,HECR,35,A,2017-06-06,Haina,5,NA,982000411818722,L5541,2017-06-06 03:52:20,10.641414464925,124.7782162973
1386,8810,APCL,APCL17_515,N,982000411818626,YP,F,9.8,12:28:00,441,2252,12:04:04,2845,NA,HECR,30,A,2017-06-06,Haina,5,NA,982000411818626,NA,2017-06-06 04:04:04,10.641334271075,124.77831264725
1387,8810,APCL,APCL17_516,N,982000411818539,O,M,9,12:33:00,441,2252,12:04:04,2845,NA,HECR,30,A,2017-06-06,Haina,5,NA,982000411818539,NA,2017-06-06 04:04:04,10.641334271075,124.77831264725
1388,8811,APCL,APCL17_517,N,982000411818618,O,M,8.7,12:41:00,441,2253,12:07:15,2846,NA,HECR,50,A,2017-06-06,Haina,5,NA,982000411818618,NA,2017-06-06 04:07:15,10.64128854775,124.7783249477
1403,8814,APCL,NA,Y,985153000371463,YP,F,9.3,08:37:00,443,1770,08:33:40,2311,NA,STME,40,A,2017-06-08,Visca,5,NA,2420,NA,2017-06-08 00:33:40,10.743494918575,124.7865835321
1404,8814,APCL,NA,Y,985153000404043,O,M,9.4,08:40:00,443,1770,08:33:40,2311,NA,STME,40,A,2017-06-08,Visca,5,NA,1023,NA,2017-06-08 00:33:40,10.743494918575,124.7865835321
1414,8816,APCL,NA,Y,985153000403302,YP,F,8.9,09:23:00,443,1769,09:06:43,2310,NA,MADO,40,A,2017-06-08,Visca,5,NA,2258,NA,2017-06-08 01:06:43,10.74353525645,124.786502122875
1420,8826,APCL,NA,Y,985153000404233,YP,F,8.7,10:58:00,445,1752,10:51:49,2299,NA,HECR,40,A,2017-06-08,Hicgop South,5,NA,1365,NA,2017-06-08 02:51:49,10.810810443925,124.76467309055
1432,8826,APCL,NA,Y,985153000401894,O,M,8.2,11:03:00,445,1752,10:51:49,2299,NA,HECR,40,A,2017-06-08,Hicgop South,5,NA,2283,NA,2017-06-08 02:51:49,10.810810443925,124.76467309055
1434,8833,APCL,APCL17_531,N,986112100164061,YP,F,10.2,09:08:00,447,1716,08:55:48,2268,NA,HECR,46,A,2017-06-09,Tamakin Dacot,5,NA,986112100164061,L4267,2017-06-09 00:55:48,10.652253942125,124.782816683875
1440,8835,APCL,NA,Y,985153000403134,YP,F,11.3,09:34:00,447,399,09:22:03,2269,NA,STME,30,A,2017-06-09,Tamakin Dacot,5,NA,1397,NA,2017-06-09 01:22:03,10.651974489425,124.782903436575
1482,8858,APCL,APCL17_550,N,986112100165030,YP,F,9.7,10:07:00,451,1474,09:55:59,2060,NA,HECR,40,A,2017-06-10,Wangag,5,NA,986112100165030,L5559,2017-06-10 01:55:59,10.870331428025,124.714996651775
1483,8858,APCL,NA,Y,985153000369267,O,M,8.5,10:11:00,451,1474,09:55:59,2060,NA,HECR,40,A,2017-06-10,Wangag,5,NA,1128,NA,2017-06-10 01:55:59,10.870331428025,124.714996651775
1548,8892,APCL,APCL17_573,N,986112100173500,O,M,9,14:52:00,453,2289,14:25:25,2879,NA,HECR,40,A,2017-06-10,Haina,5,NA,986112100173500,L3554,2017-06-10 06:25:25,10.641063493675,124.778641993175
1556,8901,APCL,APCL17_577,N,982000411818548,O,M,7.5,15:17:00,453,1407,15:02:00,2882,NA,HECR,45,A,2017-06-10,Haina,5,NA,982000411818548,L4537,2017-06-10 07:02:00,10.641023239575,124.7787946905
1560,8910,APCL,APCL17_578,N,986112100172338,YR,J,7,09:18:00,455,1991,09:14:40,2596,NA,HECR,NA,A,2017-06-11,Wangag,5,NA,986112100172338,NA,2017-06-11 01:14:40,10.871531339375,124.714112675275
1561,8911,APCL,NA,Y,982000411818520,O,M,8.1,09:24:00,455,1101,09:15:46,2585,NA,HECR,NA,A,2017-06-11,Wangag,5,NA,1663,NA,2017-06-11 01:15:46,10.871532240425,124.7140988661
1562,8911,APCL,NA,Y,982000411818464,O,M,7.7,09:26:00,455,1101,09:15:46,2585,NA,HECR,NA,A,2017-06-11,Wangag,5,NA,1664,NA,2017-06-11 01:15:46,10.871532240425,124.7140988661
1572,8917,APCL,APCL17_580,N,986112100172566,YP,F,9.5,09:33:00,455,897,09:25:23,2579,NA,HECR,30,A,2017-06-11,Wangag,5,NA,986112100172566,L4538,2017-06-11 01:25:23,10.871470361025,124.71409207675
1573,8917,APCL,NA,Y,982000411818460,O,M,7.6,09:36:00,455,897,09:25:23,2579,NA,HECR,30,A,2017-06-11,Wangag,5,NA,1666,NA,2017-06-11 01:25:23,10.871470361025,124.71409207675
1585,9044,APCL,APCL17_581,N,986112100172405,O,M,7.4,09:39:00,454,2291,09:39:00,2881,NA,MADO,NA,C,2017-06-11,Wangag,4,NA,986112100172405,L4539,2017-06-11 01:39:00,10.871489765125,124.71408698475
1588,9040,APCL,NA,Y,982000411818477,YP,F,8.1,09:44:00,454,2299,09:39:00,2887,NA,MADO,NA,C,2017-06-11,Wangag,4,NA,982000411818477,NA,2017-06-11 01:39:00,10.871489765125,124.71408698475
1611,8926,APCL,NA,Y,985153000403952,O,M,8.7,10:13:00,455,636,09:59:50,2025,NA,HECR,30,A,2017-06-11,Wangag,5,NA,2768,NA,2017-06-11 01:59:50,10.871385599,124.7140028095
1614,8924,APCL,NA,Y,985153000404371,YP,F,11.5,10:18:00,455,1440,09:50:52,2026,NA,HECR,30,A,2017-06-11,Wangag,5,NA,2128,NA,2017-06-11 01:50:52,10.871364162325,124.7140329634
1629,8935,APCL,NA,Y,985153000401598,YP,F,10.6,10:43:00,455,1443,10:23:20,2029,NA,HECR,30,A,2017-06-11,Wangag,5,NA,985153000401598,NA,2017-06-11 02:23:20,10.8713742625,124.713945058175
1641,8939,APCL,APCL17_596,N,982000411818454,YR,J,6.3,11:05:00,455,1745,10:45:25,2294,NA,HECR,30,A,2017-06-11,Wangag,5,NA,982000411818454,L4270,2017-06-11 02:45:25,10.871466065275,124.7138861753
1642,8940,APCL,NA,Y,985153000400875,O,M,8.9,11:10:00,455,2319,10:47:10,2905,NA,HECR,40,A,2017-06-11,Wangag,5,NA,1371,NA,2017-06-11 02:47:10,10.871463110675,124.713875111175
1652,8943,APCL,APCL17_598,N,982000411818602,O,M,9.4,11:16:00,455,2321,10:57:14,2907,NA,HECR,50,A,2017-06-11,Wangag,5,NA,982000411818602,L4540,2017-06-11 02:57:14,10.871547139275,124.713857132025
1653,8943,APCL,NA,Y,985153000375659,YP,F,10.2,11:20:00,455,2321,10:57:14,2907,NA,HECR,50,A,2017-06-11,Wangag,5,NA,281,NA,2017-06-11 02:57:14,10.871547139275,124.713857132025
2278,8941,APCL,APCL17_603,N,982000411818466,O,M,7,11:37:00,455,2320,10:55:03,2906,NA,HECR,40,A,2017-06-11,Wangag,5,NA,982000411818466,L4541,2017-06-11 02:55:03,10.871531046,124.71385053125
2306,8953,APCL,APCL17_607,N,982000411818600,O,M,8.4,13:26:00,457,2044,13:14:59,2641,NA,HECR,NA,0,2017-06-11,Palanas,5,NA,982000411818600,L4271,2017-06-11 05:14:59,10.874148546725,124.7107596835
2367,8959,APCL,APCL17_611,N,982000411818523,O,M,8,13:54:00,457,1647,13:35:02,2215,NA,HECR,NA,0,2017-06-11,Palanas,5,NA,982000411818523,L4272,2017-06-11 05:35:02,10.87400328835,124.710727497025
2544,8962,APCL,NA,Y,982000411818484,O,M,9.4,13:58:00,457,1423,13:47:00,2012,NA,HECR,NA,0,2017-06-11,Palanas,5,NA,982000411818484,NA,2017-06-11 05:47:00,10.874107265875,124.7107651946
2737,8963,APCL,NA,Y,982000411818479,YP,F,11.8,14:03:00,457,2012,13:54:00,2615,NA,STME,NA,0,2017-06-11,Palanas,5,NA,1679,NA,2017-06-11 05:54:00,10.873991868,124.7108395002
2937,9041,APCL,NA,Y,985153000407635,O,M,9.7,14:17:00,456,1419,14:17:00,2008,NA,HECR,NA,R,2017-06-11,Palanas,4,NA,1415,NA,2017-06-11 06:17:00,10.873748918525,124.710879670475
2941,8969,APCL,NA,Y,982000411818470,O,M,10.5,14:21:00,457,2015,14:18:00,2618,NA,MADO,NA,0,2017-06-11,Palanas,5,NA,2542,NA,2017-06-11 06:18:00,10.873882421275,124.710894108275
2956,8969,APCL,NA,Y,982000411818471,YP,F,10.4,14:23:00,457,2015,14:18:00,2618,NA,MADO,NA,0,2017-06-11,Palanas,5,NA,2684,NA,2017-06-11 06:18:00,10.873882421275,124.710894108275
3024,8973,APCL,NA,Y,985153000406073,YP,F,8.2,08:36:00,459,1779,08:33:15,2319,NA,HECR,30,R,2017-06-12,Poroc San Flower,5,NA,2483,NA,2017-06-12 00:33:15,10.763894815475,124.785107499925
3199,8976,APCL,APCL17_613,N,986112100175372,O,M,8,08:47:00,459,2050,08:41:48,2645,NA,HECR,30,R,2017-06-12,Poroc San Flower,5,NA,986112100175372,L4543,2017-06-12 00:41:48,10.7641965221,124.785259484775
3200,8977,APCL,NA,Y,982000411818459,YR,J,6.8,08:56:00,459,2051,08:42:53,2646,NA,HECR,35,R,2017-06-12,Poroc San Flower,5,NA,1966,NA,2017-06-12 00:42:53,10.76417990495,124.785304768
3206,8979,APCL,NA,Y,982000411818610,O,M,7.5,09:07:00,459,1776,08:59:55,2317,NA,HECR,30,R,2017-06-12,Poroc San Flower,5,NA,1968,NA,2017-06-12 00:59:55,10.764431823025,124.785357846425
3208,8979,APCL,NA,Y,985153000402774,YP,F,8.2,09:09:00,459,1776,08:59:55,2317,NA,HECR,30,R,2017-06-12,Poroc San Flower,5,NA,1845,NA,2017-06-12 00:59:55,10.764431823025,124.785357846425
3266,8985,APCL,NA,Y,985153000403433,YP,F,8.3,10:35:00,461,2062,10:30:52,2655,NA,HECR,NA,R,2017-06-12,Poroc Rose,5,NA,2391,NA,2017-06-12 02:30:52,10.7532526064,124.784411068525
3275,8946,APCL,NA,N,986112100163996,O,M,7.7,08:22:00,469,2076,08:20:45,2664,NA,HECR,30,R,2017-06-13,Gabas,5,NA,986112100163996,NA,2017-06-13 00:20:45,10.727160349475,124.79330703385
